nombre_vsx,ra,dec,clase_variable
Gaia DR3 528982912503259392,0.54219,67.92936,S
Gaia DR3 2333023387624986624,0.54226,-29.0714,ROT
ZTF J000210.14+511409.2,0.54228,51.2359,BY
NSV 14809,0.54233,27.08225,ROT:
Gaia DR3 393894341238829824,0.54247,49.8913,ROT
GSC 04026-00334,0.54267,67.42922,EA
Gaia DR3 431741107714209280,0.5427,64.32522,E
Gaia DR3 530678260652686592,0.54273,69.4848,YSO
ZTF J000210.25+611923.8,0.54274,61.3233,EW
NSV 26202,0.54275,58.09725,L
Gaia DR3 420503003667893248,0.54277,55.47383,RS
Gaia DR3 421024721934530816,0.54292,56.57966,DSCT|GDOR|SXPHE
Gaia DR3 420890718955265920,0.54295,55.92568,ROT
Gaia DR3 2853082732476787584,0.54296,25.39377,ROT
Gaia DR3 4990350062028672896,0.54309,-46.64116,ROT
Gaia DR3 2853505254179459840,0.54313,26.75889,ROT
Gaia DR3 2875256785337211648,0.54332,34.6789,YSO
Gaia DR3 396149233427531904,0.54338,53.12794,ROT
Gaia DR3 395699979848164480,0.54345,52.10052,ROT
ASASSN-V J000210.43+630007.0,0.54345,63.00194,L
Gaia DR3 2745209749755492480,0.54349,6.25326,E
Gaia DR3 420494722971009024,0.54367,55.35966,ROT
Gaia DR3 2881907598030286592,0.54377,39.98437,ROT
Gaia DR3 2741929013216228992,0.54391,4.7638,ROT
Gaia DR3 395726883524012416,0.54404,52.32813,ROT
Gaia DR3 387103512604240128,0.54411,46.3647,DSCT|GDOR|SXPHE
Gaia DR3 4991423151018001664,0.54413,-45.27062,E
ASASSN-V J000210.60+400815.1,0.54415,40.13754,EA
Gaia DR3 2882207897848361856,0.54441,40.91608,VAR
Gaia DR3 432337665787789312,0.54445,66.15864,YSO
Gaia DR3 2745812625724471680,0.54462,6.90292,RS
Gaia DR3 396252037765056640,0.54464,53.36735,ROT
Gaia DR3 422711029174385280,0.54464,57.99603,ROT
Gaia DR3 395586283475408512,0.54475,51.57849,ROT
Gaia DR3 396289489880466816,0.54506,53.8542,RS
ZTF J000210.81+651326.8,0.54508,65.22413,SR
Gaia DR3 2738410163690449152,0.5451,1.13757,ROT
ZTF J000210.83+535153.3,0.54514,53.86482,BY
ZTF J000210.84+675419.3,0.54518,67.90537,BY
Gaia DR3 528595854349878272,0.54525,67.54632,YSO
Gaia DR3 386551596422266752,0.54526,45.08658,ROT
ZTF J000210.87+630941.3,0.54533,63.1615,SR
Gaia DR3 4973391710079475712,0.54551,-51.70934,ROT
ASASSN-V J000211.02+762940.2,0.54555,76.49449,ROT
Gaia DR3 421033655466173824,0.54569,56.79167,RS
Gaia DR3 393861527687986048,0.54569,49.63677,ROT
Gaia DR3 395697746465207808,0.54572,51.98826,ROT
Gaia DR3 387103100287525888,0.54577,46.34149,VAR
ZTF J000210.98+531553.4,0.54579,53.26485,BY
ZTF J000210.99+680656.3,0.54581,68.11566,EW
Gaia DR3 4703191086942769664,0.546,-69.68208,RRC
Gaia DR3 384889134841103488,0.54606,43.689,ROT
Gaia DR3 4901134417240821504,0.5461,-64.15412,ROT
Gaia DR3 530848135200081152,0.54624,70.56259,ROT
Gaia DR3 4706264020080106752,0.5463,-69.28368,ROT
Gaia DR3 2846547334144217600,0.54643,21.19076,ROT
Gaia DR3 4977701933099835904,0.5465,-48.79533,ROT
Gaia DR3 429373034543066880,0.54651,60.68149,ROT
Gaia DR3 394035211864097280,0.54651,50.69943,ROT
Gaia DR3 2880518399448490112,0.54665,37.79909,ROT
ASASSN-V J000211.24-721117.2,0.54682,-72.1881,EW
Gaia DR3 385027669010478336,0.54687,44.38578,VAR
Gaia DR3 2874226993913946368,0.54692,32.85356,VAR
Gaia DR3 386584444332098816,0.54699,45.35358,YSO
Gaia DR3 387253187920364672,0.54702,47.37628,ROT
Gaia DR3 432196447268268928,0.54709,65.38253,ROT
Gaia DR3 420320312937355136,0.54713,54.2278,ROT
Gaia DR3 395697746465207168,0.54729,51.99086,RS
Gaia DR3 4977917437379629696,0.54735,-48.31401,ROT
Gaia DR3 4977916608447370880,0.5474,-48.33219,ROT
Gaia DR3 395593670818971136,0.54764,51.71005,ROT
ZTF J000211.49+142215.7,0.5479,14.37105,BY
Gaia DR3 432302069098773248,0.54799,65.76728,ROT
Gaia DR3 423133653956252544,0.54815,58.77283,RRC
Gaia DR3 396295949511227392,0.54816,53.93109,RS
Gaia DR3 528593685387964416,0.54831,67.46104,L
Gaia DR3 2765482442069243008,0.54837,11.21073,ROT
Gaia DR3 4976838846533927168,0.54837,-49.81607,ROT
ZTF J000211.61+452108.3,0.54838,45.35232,EW
ZTF J000211.61+631251.2,0.54839,63.21424,RS
ZTF J000211.69+594843.0,0.54873,59.81196,BY
Gaia DR3 395556974618017024,0.54879,51.30049,DSCT|GDOR|SXPHE
Gaia DR3 394001681061286912,0.54882,50.35626,ROT
Gaia DR3 430076417057805568,0.54901,62.94654,S
Gaia DR3 4973408580711069952,0.54909,-51.56477,ROT
ZTF J000211.78+601217.9,0.54909,60.205,BY
Gaia DR3 2320780566168018688,0.54928,-30.39233,RS
Gaia DR3 2848437433288437504,0.54931,24.0326,ROT
Gaia DR3 2774124289929457280,0.54932,18.84514,DSCT|GDOR|SXPHE
Gaia DR3 531375728983289088,0.54936,71.66269,S
ZTF J000211.89+623936.1,0.54955,62.66004,EW
Gaia DR3 2773820279259659136,0.54956,17.98882,DSCT|GDOR|SXPHE
Gaia DR3 430049994417833216,0.54959,62.74996,ROT
Gaia DR3 396298316033285376,0.54959,54.06306,DSCT|GDOR|SXPHE
Gaia DR3 420329109030259712,0.54964,54.42503,S
Gaia DR3 420459504238528640,0.54967,54.96118,E
Gaia DR3 394008857943280128,0.54967,50.51491,ROT
Gaia DR3 4991406383465679744,0.5499,-45.44099,ROT
Gaia DR3 567312270101539456,0.54999,83.33719,ROT
Gaia DR3 387253187920366976,0.55001,47.36864,RS
Gaia DR3 384331373208169088,0.55007,42.21343,ROT
[LPM 2011] V36,0.55012,67.40846,WTTS/ROT
Gaia DR3 394043909180376704,0.55027,50.88118,ROT
ZTF J000212.08+582324.1,0.55037,58.39005,RS
ZTF J000212.16+601813.8,0.55069,60.30386,EW
Gaia DR3 423323113555838080,0.55071,59.99739,ROT
Gaia DR3 423135440662487552,0.55106,58.84949,DSCT|GDOR|SXPHE
Gaia DR3 4689745124887110144,0.55113,-72.42574,RRAB
Gaia DR3 396113911615902592,0.55132,52.71285,ROT
Gaia DR3 429375233565147776,0.55133,60.77757,DSCT|GDOR|SXPHE
Gaia DR3 2881792218029209216,0.55176,39.52948,ROT
Gaia DR3 384320962207490688,0.55185,41.98246,ROT
ZTF J000212.44+640359.7,0.55187,64.0666,EA
ZTF J000212.46+232324.7,0.55192,23.39022,EW
Gaia DR3 528602898096203136,0.55208,67.67757,YSO
Gaia DR3 393333521582906752,0.55217,48.42077,RS
[LPM 2011] V14,0.55221,67.50259,BY
Gaia DR3 393860771773665280,0.55231,49.56391,ROT
Gaia DR3 2739119589208725120,0.55241,2.45396,ROT
Gaia DR3 385003380971445376,0.55244,44.27221,ROT
Gaia DR3 2873348170590729088,0.55259,30.80035,ROT
Gaia DR3 565163240265649536,0.55261,80.69542,DSCT|GDOR|SXPHE
ZTF J000212.65+654727.7,0.55271,65.79105,EW
ZTF J000212.65+553246.9,0.55272,55.54638,EW
Gaia DR3 423321361210510592,0.55284,59.93533,S
Gaia DR3 528558161715343488,0.55284,67.1136,L
Gaia DR3 422614753187783040,0.55325,57.84426,ROT
Gaia DR3 4972334800229935232,0.55345,-52.94263,DSCT|GDOR|SXPHE
Gaia DR3 431626934611440384,0.55347,63.79436,YSO
Gaia DR3 431633943997975680,0.5535,63.90949,E
ZTF J000212.84+643623.0,0.55351,64.60639,EB:
Gaia DR3 528604684802570496,0.55359,67.74276,YSO
Gaia DR3 2414088593234443520,0.55363,-18.60428,DSCT|GDOR|SXPHE
Gaia DR3 423135990418279424,0.55371,58.89112,ROT
Gaia DR3 395591609234711040,0.55391,51.63238,ROT
PS1-3PI J000213.02-185620.9,0.55428,-18.93916,RRC
Gaia DR3 429522155809961216,0.55437,61.60628,S
Gaia DR3 422755421956961408,0.55445,58.58265,ROT
Gaia DR3 421057879082613376,0.55446,56.89616,ROT
Gaia DR3 528569289976587008,0.5545,67.41541,YSO
Gaia DR3 528592761969347712,0.55462,67.42153,YSO
ZTF J000213.15+524017.9,0.55483,52.67164,EA
Gaia DR3 429937878589787392,0.55488,62.27815,ROT
Gaia DR3 4976773945285584128,0.55496,-50.0714,ROT
SSS_J000213.2-224020,0.5551,-22.67236,RRAB
Gaia DR3 423144786511209984,0.55515,59.08812,E
V0485 Cas,0.55521,64.90661,ISB
Gaia DR3 396122875205443328,0.55523,52.94461,E
Gaia DR3 2875033176455625856,0.55525,33.53398,ROT
ZTF J000213.28+645729.3,0.55536,64.95815,EA
ZTF J000213.30+595426.5,0.55542,59.90738,RS
Gaia DR3 395594353710953600,0.55558,51.78062,ROT
ZTF J000213.34+563919.9,0.55559,56.65554,SR
Gaia DR3 422578915980077568,0.55578,57.40201,ROT
Gaia DR3 384296085756948608,0.55586,41.80109,ROT
Gaia DR3 2447926475896314112,0.55597,-3.68979,ROT
Gaia DR3 420925250493066112,0.55612,56.24848,ROT
Gaia DR3 393859225585445632,0.55626,49.52364,ROT
Gaia DR3 393447458478513536,0.55627,48.97838,ROT
Gaia DR3 4919365694418839808,0.55643,-57.71591,ROT
Gaia DR3 4918226634732120576,0.55652,-59.32017,ROT
Gaia DR3 420353298286818816,0.5567,54.51808,ROT
Gaia DR3 396260868213306112,0.55684,53.57689,RRC
Gaia DR3 2876975120148378624,0.55702,35.26293,ROT
Gaia DR3 429946674682597376,0.55704,62.46493,ROT
Gaia DR3 429348295534704896,0.55707,60.54049,E
Gaia DR3 420318182633692288,0.55712,54.15436,VAR
Gaia DR3 528592796333207680,0.55714,67.43651,YSO
Gaia DR3 2745106086424808960,0.55723,5.69664,ROT
Gaia DR3 420494585532066560,0.55725,55.33933,S
Gaia DR3 2846502086664697472,0.55745,20.80283,ROT
Gaia DR3 4707412593119349248,0.55746,-67.47024,RRAB
Gaia DR3 2880976586559417088,0.55756,38.6154,ROT
Gaia DR3 539680443385211904,0.5576,75.29922,S
Gaia DR3 421033101407140096,0.55771,56.73516,ROT
Gaia DR3 2766179532441427840,0.55771,12.28331,ROT
Gaia DR3 2741868711875400704,0.55781,4.45705,E
Gaia DR3 4976580774837194368,0.55784,-50.23506,ROT
ASASSN-V J000213.88-484319.3,0.55784,-48.72204,SR
ZTF J000213.94+732228.6,0.55811,73.37462,EW
ZTF J000213.95+704138.2,0.55814,70.69395,EW
Gaia DR3 386540493931049088,0.55822,44.76665,S
Gaia DR3 2313529218263024256,0.5583,-32.73332,ROT
Gaia DR3 4990002543339870208,0.55832,-47.73408,ROT
Gaia DR3 431589894812524160,0.55841,63.36992,E
Gaia DR3 2314460264093512576,0.55841,-31.55363,RS
ZTF J000214.07+672342.1,0.55865,67.39505,RS
Gaia DR3 429374683810521728,0.55878,60.72637,E
Gaia DR3 2873462524094854912,0.55895,31.15194,S
ZTF J000214.23+371755.4,0.55932,37.29875,BY
Gaia DR3 528558294857804032,0.55934,67.13311,E
ZTF J000214.25+614453.9,0.5594,61.74833,EA
ZTF J000214.26+613449.8,0.55943,61.58051,SR
Gaia DR3 396263479559304960,0.55948,53.69478,S
Gaia DR3 393448008234304512,0.55949,49.03404,ROT
WISE J000214.2+512126,0.55953,51.35727,EW
Gaia DR3 423309575818953984,0.55956,59.91349,S
Gaia DR3 384245508222113152,0.55959,41.59844,ROT
ASASSN-V J000214.31+493440.6,0.55962,49.57795,EA
Gaia DR3 2873458499709359232,0.55967,31.04362,L
Gaia DR3 2881964497756990976,0.55967,40.24115,ROT
Gaia DR3 395732174923707520,0.55976,52.37085,ROT
Gaia DR3 432154562746670720,0.55978,64.90461,YSO
Gaia DR3 4923645165473012992,0.55998,-55.10017,DSCT|GDOR|SXPHE
Gaia DR3 2415882991915750144,0.56012,-15.48192,RRAB
Gaia DR3 431598106789856128,0.56015,63.49744,E
Gaia DR3 396155830498256384,0.56018,53.22639,S
[LPM 2011] V13,0.56029,67.39361,TTS/ROT
Gaia DR3 420355497310055552,0.56052,54.61159,ROT
Gaia DR3 528558127357325312,0.56056,67.09746,L
Gaia DR3 528595540815869696,0.56066,67.58018,YSO
Gaia DR3 530819028202763648,0.56074,70.24412,S
Gaia DR3 2882215422631241216,0.56085,41.15887,ROT
Gaia DR3 4977982755242326784,0.5609,-48.01834,ROT
[LPM 2011] V12,0.56099,67.3984,WTTS/ROT
Gaia DR3 2853253874037789440,0.56104,25.94328,ROT
Gaia DR3 2306769966235555840,0.56106,-38.71141,E
Gaia DR3 2873341165499228544,0.56107,30.58268,ROT
Gaia DR3 2744988812341218688,0.56112,5.29889,DSCT|GDOR|SXPHE
Gaia DR3 422605441698853376,0.56115,57.61791,RS
ZTF J000214.68+680906.2,0.5612,68.15174,EA
Gaia DR3 395584977805263360,0.56121,51.52652,ROT
Gaia DR3 2320872650266808192,0.56122,-29.8178,RS
Gaia DR3 386691681075588352,0.56125,45.80405,ROT
Gaia DR3 2773813716549636352,0.56139,17.82772,ROT
ASASSN-V J000214.75-770919.0,0.56145,-77.15526,ROT
ZTF J000214.75+513943.3,0.56147,51.66203,RS
Gaia DR3 531420121764376320,0.5617,72.24619,ROT
Gaia DR3 386680823398302720,0.5618,45.533,DSCT|GDOR|SXPHE
ZTF J000214.87+602322.2,0.56199,60.38952,BY
Gaia DR3 2741928738338643200,0.562,4.74387,S
Gaia DR3 420355978337897728,0.56203,54.65716,E
Gaia DR3 430052056002053376,0.56206,62.80803,RS
Gaia DR3 4922447969108827520,0.56222,-57.05172,ROT
Gaia DR3 430052605757800320,0.56224,62.86217,S
Gaia DR3 394037243392387840,0.56228,50.7732,ACV|roAm|roAp|SXARI
Gaia DR3 565057614133773184,0.56229,80.32377,S
Gaia DR3 431624490760018944,0.56229,63.6813,S
Gaia DR3 2306001510687608704,0.56236,-40.76594,VAR
[LPM 2011] V11,0.56246,67.51144,WTTS/ROT
Gaia DR3 2738440842640947584,0.56253,1.3619,ROT
Gaia DR3 4703256821418346496,0.56256,-69.42341,ROT
Gaia DR3 528595098435636352,0.5626,67.54348,YSO
SSS_J000215.0-250134,0.56268,-25.02613,RRAB
[LPM 2011] V10,0.56275,67.49089,TTS/ROT
Gaia DR3 423318406271637376,0.56282,60.11511,RS
Gaia DR3 423282775222249856,0.56283,59.70255,ROT
Gaia DR3 2873564057121829760,0.56288,31.73042,ROT
Gaia DR3 4917940757412722816,0.56292,-60.17611,RS
Gaia DR3 540289126149924864,0.56303,77.3948,ROT
Gaia DR3 429489071686852096,0.56332,61.30924,ROT
Gaia DR3 4919439430417418496,0.56332,-57.26123,ROT
Gaia DR3 395696990552867584,0.56338,51.978,ROT
Gaia DR3 431589723014161280,0.56341,63.3263,DSCT|GDOR|SXPHE
Gaia DR3 2414904190344122880,0.56346,-16.58932,RS
Gaia DR3 396157376685590016,0.56366,53.25195,S
Gaia DR3 2739059012989965696,0.56373,2.20466,ROT
KO Peg,0.5639,30.07677,RRAB
Gaia DR3 386683434738402688,0.56393,45.6627,ROT
Gaia DR3 420353332646556288,0.56411,54.52603,DSCT|GDOR|SXPHE
Gaia DR3 386727376548375680,0.56418,46.23611,ROT
ZTF J000215.40+572357.6,0.56418,57.39935,EW
Gaia DR3 432301862940349696,0.56421,65.73482,E
Gaia DR3 2766185407956683648,0.56421,12.43385,ROT
Gaia DR3 420889963041041280,0.56425,55.87393,ROT
Gaia DR3 4702956616089447296,0.56428,-70.40305,RRC
Gaia DR3 4994859571530691712,0.56438,-43.353,VAR
Gaia DR3 573496026575584896,0.56444,84.64177,ROT
PS1-3PI J000215.46+620908.6,0.56444,62.15241,RRAB
Gaia DR3 4976843489396125824,0.56449,-49.70495,ROT
Gaia DR3 2772890191206180608,0.56453,16.90057,ROT
CSS_J000215.5-171903,0.56454,-17.31747,EW
Gaia DR3 422579465736084992,0.56461,57.44912,VAR
Gaia DR3 420927380796787840,0.56476,56.36253,ROT
Gaia DR3 422755353237485952,0.56498,58.57913,VAR
ZTF J000215.62+660048.0,0.5651,66.01334,RS
Gaia DR3 430041748080811264,0.56523,62.59732,ROT
Gaia DR3 2874223867177757440,0.56531,32.80682,ROT
Gaia DR3 396289451217144320,0.5654,53.85686,ROT
ZTF J000215.70+633748.8,0.56542,63.63025,EW
Gaia DR3 396296018230696192,0.56545,53.94715,ROT
Gaia DR3 431739428391079552,0.56549,64.31074,S
Gaia DR3 393894306879039488,0.56558,49.90015,ROT
Gaia DR3 395550343188378496,0.56558,51.17219,ROT
Gaia DR3 422581076339200640,0.56563,57.4815,DSCT|GDOR|SXPHE
Gaia DR3 429938187827415936,0.56567,62.29455,RS
Gaia DR3 2875458378217684736,0.56602,34.99698,ROT
Gaia DR3 2312825943138069248,0.56611,-34.11233,ROT
ZTF J000215.90+690124.4,0.56629,69.02347,RS
Gaia DR3 384895006059816704,0.56631,43.88768,ROT
Gaia DR3 420362163099377920,0.56645,54.7292,DSCT|GDOR|SXPHE
Gaia DR3 2447973995414496512,0.56647,-3.27172,DSCT|GDOR|SXPHE
Gaia DR3 423320055539209600,0.56664,60.16911,ROT
Gaia DR3 528592792035333632,0.56666,67.43123,YSO
Gaia DR3 393473533220450688,0.5667,49.15987,ROT
Gaia DR3 431767672096830848,0.56688,64.5453,S
Gaia DR3 2753128157620231168,0.56696,9.31796,ROT
Gaia DR3 529123654290357248,0.56697,68.67445,ROT
Gaia DR3 528569294268061056,0.56698,67.4121,YSO
Gaia DR3 393904855318609792,0.56698,50.15208,ROT
Gaia DR3 396119233072920192,0.56702,52.77041,ROT
Gaia DR3 395697574666498688,0.56702,52.04692,ROT
Gaia DR3 4994521952741684224,0.56706,-44.40707,ROT
2MASS J00021610+4017309,0.56712,40.29192,EW
Gaia DR3 393474190355639296,0.56723,49.21761,ROT
Gaia DR3 2414156866034587648,0.56725,-18.11684,E
CSS_J000216.1-165109,0.56733,-16.85269,RRC
ZTF J000216.24+644330.3,0.56769,64.72509,EA
Gaia DR3 395726161969511040,0.56778,52.32654,ROT
ZTF J000216.27+505559.5,0.5678,50.93321,EW
NSV 26203,0.56792,-27.13528,
Gaia DR3 528569156833233664,0.56794,67.3936,YSO
Gaia DR3 430052193440983040,0.56796,62.82824,ROT
ZTF J000216.32+692911.1,0.56803,69.48643,RS
Gaia DR3 2880928792163358592,0.56806,38.52199,ROT
Gaia DR3 386724769504067200,0.5681,46.119,ROT
Gaia DR3 2882214671012734336,0.5681,41.14338,ROT
Gaia DR3 2306693039076162688,0.56852,-39.26371,RRAB
Gaia DR3 528559948423426560,0.56867,67.17929,VAR
Gaia DR3 429946434164477824,0.56868,62.42586,DSCT|GDOR|SXPHE
Gaia DR3 395732209283445376,0.56871,52.37538,ROT
Gaia DR3 528569294272179200,0.56883,67.40711,YSO
Gaia DR3 528569152534474112,0.56889,67.38794,YSO
Gaia DR3 396254133709003008,0.56891,53.44964,DSCT|GDOR|SXPHE
Gaia DR3 396158063880480000,0.56906,53.33006,DSCT|GDOR|SXPHE
[LPM 2011] V9,0.56908,67.40567,WTTS/ROT
ZTF J000216.58+055915.0,0.56911,5.98752,RS
Gaia DR3 393304315805175808,0.56933,48.09468,RS
Gaia DR3 396295915151491584,0.56938,53.93245,RS
ZTF J000216.70+270529.1,0.5696,27.09144,EW
Gaia DR3 2882019404619009536,0.56974,40.83568,RS
IRAS 23597+5941,0.57004,59.96875,SRA
Gaia DR3 395582778782049536,0.57011,51.4222,ROT
ZTF J000216.84+655851.9,0.5702,65.98109,EA
Gaia DR3 2447958185638747392,0.57029,-3.47021,L
Gaia DR3 394037346470382464,0.57044,50.78227,ROT
Gaia DR3 431592089528652416,0.57045,63.46475,E
Gaia DR3 423276075073339648,0.57046,59.59718,ROT
1SWASP J000216.95+452846.0,0.57046,45.47877,RRAB
Gaia DR3 528592761973476480,0.5705,67.4239,YSO
Gaia DR3 2739051660005959424,0.57051,2.0383,ROT
Gaia DR3 384331304488695552,0.57056,42.20173,ROT
Gaia DR3 393905263332096768,0.57057,50.17391,E
Gaia DR3 429478729405739008,0.57064,61.07949,ROT
CSS_J000217.0+242812,0.57079,24.47012,EW
Gaia DR3 2741971447493143552,0.57103,4.96947,ROT
ZTF J000217.05+573637.0,0.57105,57.6103,EW
Gaia DR3 431633703481479680,0.57153,63.89328,S
Gaia DR3 429902453698566016,0.5716,61.86243,RS
Gaia DR3 423144820870950400,0.57171,59.08654,S
Gaia DR3 429487418110962176,0.57175,61.25968,E
Gaia DR3 2875208720358858112,0.57176,34.21339,L
Gaia DR3 393445499973457792,0.57186,48.90629,ROT
ZTF J000217.26+755034.8,0.57193,75.843,EW
Gaia DR3 396113323197889536,0.57194,52.746,ROT
Gaia DR3 537577386879826816,0.57209,73.35587,ROT
ZTF J000217.32+622348.3,0.57217,62.39677,RS
Gaia DR3 422757036864650624,0.57224,58.64273,RS
ZTF J000217.34+512132.5,0.57226,51.35904,EW
ZTF J000217.37+670820.5,0.57241,67.13903,EB:
ZTF18abcdwgt,0.57241,63.13685,EA
Gaia DR3 2448633324434211840,0.57257,-2.40586,ROT
Gaia DR3 2875036543709984640,0.57275,33.56477,ROT
Mis V1401,0.57284,57.39516,EA
Gaia DR3 431624907381058176,0.5729,63.70263,L
Gaia DR3 2854891940204583424,0.5729,28.45126,ROT
Gaia DR3 2855192553556442624,0.57295,29.36203,E
Gaia DR3 530704580212227200,0.57299,69.66504,SR|M
Gaia DR3 429480378673163392,0.57315,61.1237,DSCT|GDOR|SXPHE
ZTF J000217.57+452942.9,0.57321,45.49527,EW
Gaia DR3 423274563245003136,0.57325,59.56329,ROT
Gaia DR3 429947121359164544,0.57339,62.5006,DSCT|GDOR|SXPHE
Gaia DR3 429328439902470656,0.57343,60.40906,E
Gaia DR3 2307755957583562880,0.57347,-37.12364,ROT
Gaia DR3 429938187827421184,0.57355,62.29064,DSCT|GDOR|SXPHE
Gaia DR3 4976857611248635008,0.57362,-49.57121,ROT
Gaia DR3 531410535397474944,0.57366,72.00095,ROT
ZTF J000217.67+633354.9,0.57366,63.56527,EW
Gaia DR3 4702113363685466752,0.5737,-71.09569,SR|M
Gaia DR3 429513222277222016,0.57374,61.38462,E
V0822 Cas,0.57375,60.70317,SRB
Gaia DR3 422605819655969408,0.57382,57.6268,ROT
Gaia DR3 4991219088531690496,0.57387,-45.49057,ROT
Gaia DR3 4991200053236548608,0.57387,-45.77737,ROT
Gaia DR3 537577382584281472,0.57388,73.35483,E
Gaia DR3 423282667837785984,0.57394,59.68452,S
Gaia DR3 420460947347534080,0.57396,54.97625,ROT
Gaia DR3 387102894127932416,0.57397,46.29353,S
Gaia DR3 4688605927761396096,0.57403,-74.01068,S
Gaia DR3 423142003372468736,0.57405,58.94261,ROT
Gaia DR3 429328474269099904,0.57407,60.42153,DSCT|GDOR|SXPHE
Gaia DR3 537434553447805696,0.57422,72.53991,S
Gaia DR3 420505683727381760,0.57431,55.6235,ROT
Gaia DR3 2854990247712239872,0.57453,29.02555,ROT
Gaia DR3 394002196457345664,0.5746,50.4076,ROT
Gaia DR3 430052571398063872,0.57475,62.86376,ROT
Gaia DR3 429335036979069184,0.5748,60.50598,ROT
Gaia DR3 386678418216612096,0.57482,45.57747,DSCT|GDOR|SXPHE
Gaia DR3 393307098944151680,0.57487,48.25237,RS
ZTF J000217.99+612631.9,0.57498,61.44222,EW
Gaia DR3 4689727257823409152,0.57503,-72.6289,ROT
Gaia DR3 2332909347653323136,0.57515,-29.40148,ROT
Gaia DR3 393870048903061120,0.57517,49.82346,ROT
Gaia DR3 4684097350268442496,0.57543,-77.02903,ROT
Gaia DR3 4904441847000521728,0.57544,-63.00359,E
Gaia DR3 539820665477862272,0.57547,76.00192,ROT
Gaia DR3 396251316210493184,0.5756,53.36718,VAR
Gaia DR3 538032236798088064,0.57564,74.35483,S
Gaia DR3 394010855111351552,0.57573,50.57037,ROT
Gaia DR3 393999825635444096,0.5758,50.26861,DSCT|GDOR|SXPHE
ZTF J000218.21+622820.2,0.57591,62.4723,EA
Gaia DR3 420919100099931264,0.57598,56.2022,ROT
Gaia DR3 420318594950460928,0.57627,54.17048,ROT
Gaia DR3 431624903076948864,0.57642,63.70105,S
Gaia DR3 4688549646510202368,0.57653,-74.2501,RRAB
Gaia DR3 2846448004436511744,0.57665,20.59174,ROT
Gaia DR3 528592796333210880,0.57671,67.43182,YSO
Gaia DR3 396253888890172416,0.57681,53.47579,E
Gaia DR3 423283359337760384,0.57689,59.7542,ROT
Gaia DR3 4701761412588932352,0.57691,-72.20556,RRAB
Gaia DR3 395558933122890880,0.57696,51.34091,ROT
Gaia DR3 393861115371138816,0.57711,49.59879,ROT
ZTF J000218.51+582412.8,0.57715,58.40357,RS
Gaia DR3 2415845750254803968,0.57719,-15.62129,RS
Gaia DR3 2320872272309687808,0.57731,-29.85235,RS
Gaia DR3 2874252248321639552,0.57739,32.97862,ROT
Gaia DR3 422720301999734528,0.57742,58.22025,ROT
Gaia DR3 393894100720615168,0.57743,49.88496,ROT
Gaia DR3 395732720377685120,0.57757,52.41149,ROT
ASASSN-V J000218.67+550034.2,0.57776,55.00951,EB
Gaia DR3 421032899551972608,0.57782,56.73917,ROT
ASASSN-V J000218.71+541118.9,0.57797,54.18858,SR
Gaia DR3 429944952388524416,0.57802,62.41279,ROT
Gaia DR3 430043362988721792,0.57803,62.64996,S
Gaia DR3 420353190904310528,0.57812,54.4921,VAR
Gaia DR3 2415883202369620736,0.57826,-15.45131,VAR
Gaia DR3 387245938015618176,0.57829,47.19478,ROT
Gaia DR3 564628671456127616,0.57832,79.46729,ROT
ZTF J000218.80+220822.0,0.57834,22.13946,EW
ZTF J000218.85+541155.1,0.57856,54.19866,EW
Gaia DR3 2739113163937630080,0.57857,2.32933,ROT
